# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8737fdb                3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8737fdb                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8896589                28                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8896589                8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8896589                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709357               [k] 0xffffffffa8609ef1                7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709357               [k] 0xffffffffa8609ef1                1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709e65               [k] 0xffffffffa8706080                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709e6f               [k] 0xffffffffa8709ebf                1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709e74               [k] 0xffffffffa871a500                3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709eba               [k] 0xffffffffa8709e50                3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8709ec7               [k] 0xffffffffa8701110                1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870a537               [k] 0xffffffffa871640a                13                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870a557               [k] 0xffffffffa8712c4f                14                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870a557               [k] 0xffffffffa8712c4f                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870a580               [k] 0xffffffffa8716390                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870ac9d               [k] 0xffffffffa8712d81                116               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870bf97               [k] 0xffffffffa8716a4d                25                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870ffbd               [k] 0xffffffffa872e480                17                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870ffbd               [k] 0xffffffffa872e480                9                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa870ffbd               [k] 0xffffffffa872e480                5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87103f2               [k] 0xffffffffa872ddf0                67                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87103f2               [k] 0xffffffffa872ddf0                15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87103f2               [k] 0xffffffffa872ddf0                8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                153               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                77                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                44                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                43                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                41                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712c63               [k] 0xffffffffa8716353                30                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cd1               [k] 0xffffffffa8734620                23                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cd1               [k] 0xffffffffa8734620                13                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cf1               [k] 0xffffffffa87aeb40                57                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cf1               [k] 0xffffffffa87aeb40                26                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cf6               [k] 0xffffffffa875eac0                9                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712cf6               [k] 0xffffffffa875eac0                8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712d7c               [k] 0xffffffffa870abb0                54                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712ee2               [k] 0xffffffffa8712fb3                68                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712ee2               [k] 0xffffffffa8712fb3                47                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712ee2               [k] 0xffffffffa8712fb3                45                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                99                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                33                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8712fc7               [k] 0xffffffffa87163f8                10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871634e               [k] 0xffffffffa8712be0                20                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871638b               [k] 0xffffffffa870a560                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87163f3               [k] 0xffffffffa8712f20                59                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8716405               [k] 0xffffffffa870a4f0                13                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8716418               [k] 0xffffffffa8716893                16                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8716418               [k] 0xffffffffa8716893                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                73                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                69                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                55                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                53                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                50                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                21                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8716a48               [k] 0xffffffffa870bf90                49                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8716a5b               [k] 0xffffffffa86fe74e                15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87170a0               [k] 0xffffffffa8701105                1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871a58e               [k] 0xffffffffa875eac0                83                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa871a59d               [k] 0xffffffffa8709e79                2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa872df9b               [k] 0xffffffffa87103f7                24                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                26                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                25                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                18                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8734670               [k] 0xffffffffa875eac0                85                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8734670               [k] 0xffffffffa875eac0                72                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa873665b               [k] 0xffffffffa8738066                30                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa873665b               [k] 0xffffffffa8738066                22                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa873665b               [k] 0xffffffffa8738066                6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa873665b               [k] 0xffffffffa8738066                4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8736682               [k] 0xffffffffa8738066                15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8736682               [k] 0xffffffffa8738066                4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa873668a               [k] 0xffffffffa8738066                20                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8736b94               [k] 0xffffffffa8738028                8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8736b94               [k] 0xffffffffa8738028                7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87374db               [k] 0xffffffffa873805b                233               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87374db               [k] 0xffffffffa873805b                178               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87374db               [k] 0xffffffffa873805b                123               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87374db               [k] 0xffffffffa873805b                103               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87374db               [k] 0xffffffffa873805b                95                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8738023               [k] 0xffffffffa8736b40                11                
